ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
,Female,Yes,73,,Lawyer,,High,2,Cat_1
,Female,No,33,No,Engineer,1,Low,2,Cat_4
,Female,Yes,42,No,Artist,8,High,5,Cat_6
,Male,Yes,70,Yes,Lawyer,,Low,1,Cat_3
,Male,Yes,25,No,Executive,4,High,8,Cat_4
,Male,Yes,66,Yes,Artist,,Average,2,Cat_6
,Female,Yes,41,Yes,Artist,1,High,2,Cat_6
,Female,Yes,40,Yes,Artist,1,Low,1,Cat_6
,Female,Yes,50,Yes,Artist,0,Average,2,Cat_6
,Female,,36,Yes,Entertainment,8,Low,1,Cat_6
,Female,No,31,No,Entertainment,9,Low,4,Cat_6
,Female,Yes,63,Yes,Artist,0,Average,2,Cat_6
,Male,Yes,57,No,Executive,0,High,4,Cat_6
,Female,No,40,Yes,Artist,0,Low,1,Cat_6
,Male,Yes,39,No,Executive,,High,4,Cat_3
,Female,Yes,45,Yes,Artist,8,High,3,Cat_6
,Female,No,32,No,Healthcare,0,Low,,Cat_7
,Male,No,25,Yes,Healthcare,1,Low,3,Cat_6
,Female,No,22,No,Healthcare,0,Low,4,Cat_4
,Female,No,38,Yes,Artist,1,Low,3,Cat_6
,Male,Yes,37,Yes,Artist,9,Average,2,Cat_6
,Male,Yes,78,No,Lawyer,1,High,2,Cat_2
,Female,Yes,37,Yes,Artist,2,Average,2,Cat_6
,Male,Yes,43,Yes,Healthcare,5,Average,2,Cat_6
,Male,No,23,No,Healthcare,1,Low,4,Cat_6
,Male,No,43,No,Artist,0,Low,1,Cat_3
,Male,Yes,43,Yes,Artist,2,Average,2,Cat_6
,Male,Yes,71,No,Lawyer,3,High,2,Cat_6
,Female,Yes,38,Yes,Artist,8,Low,1,Cat_6
,Female,,20,No,Homemaker,13,Low,1,Cat_4
,Female,No,27,Yes,Healthcare,0,Low,,Cat_6
,Male,Yes,48,Yes,Executive,9,High,4,Cat_6
,Female,No,35,Yes,Engineer,,Low,2,Cat_6
,Male,Yes,53,Yes,Artist,1,Average,3,Cat_6
,Female,Yes,41,No,Engineer,0,Low,2,Cat_4
,Female,No,28,Yes,Marketing,0,Low,2,Cat_6
,Male,No,22,No,Healthcare,1,Low,6,Cat_4
,Male,No,27,Yes,Healthcare,,Low,3,Cat_6
,Female,Yes,43,Yes,Artist,3,Average,2,Cat_6
,Male,Yes,68,Yes,Lawyer,,High,2,Cat_6
,Male,Yes,28,No,Doctor,0,Average,2,Cat_6
,Female,Yes,48,Yes,Doctor,1,Average,6,Cat_4
,Male,Yes,42,Yes,Artist,14,Low,2,Cat_6
,Female,No,38,Yes,Healthcare,0,Low,4,Cat_6
,Female,No,42,Yes,Engineer,6,Low,3,Cat_6
,Male,No,43,Yes,Entertainment,1,Low,2,Cat_6
,Female,Yes,46,Yes,Artist,1,Average,2,Cat_2
,Female,No,43,Yes,Engineer,1,Low,2,Cat_6
,Female,No,28,Yes,Healthcare,1,Low,6,Cat_6
,Female,Yes,48,Yes,Engineer,0,Average,4,Cat_6
,Male,Yes,82,No,Lawyer,1,High,2,Cat_6
,Male,Yes,49,Yes,Artist,1,Low,2,Cat_6
,Female,Yes,41,Yes,Artist,0,Average,2,Cat_6
,Male,Yes,66,Yes,Entertainment,0,Average,2,Cat_6
,Male,No,22,No,Healthcare,0,Low,5,Cat_2
,Female,No,31,Yes,Healthcare,9,Low,3,Cat_3
,Female,Yes,49,Yes,Artist,3,High,5,Cat_6
,Male,Yes,77,No,Lawyer,1,High,2,Cat_6
,Male,No,41,Yes,Entertainment,0,Low,2,Cat_3
,Male,Yes,78,No,Entertainment,0,Low,1,Cat_6
,Male,No,41,Yes,Artist,7,Low,1,Cat_6
,Female,Yes,39,Yes,Artist,3,Average,2,Cat_6
,Male,Yes,50,Yes,Executive,0,High,3,Cat_6
,Male,Yes,35,Yes,Artist,3,Average,2,Cat_6
,Female,Yes,52,Yes,Doctor,1,Average,3,Cat_6
,Female,No,35,No,,,Low,,Cat_7
,Female,Yes,50,Yes,Engineer,4,Average,4,Cat_3
,Male,Yes,52,No,Engineer,,Low,1,Cat_2
,Male,Yes,63,No,Healthcare,0,Average,4,Cat_4
,Female,Yes,47,Yes,Artist,0,Low,3,Cat_6
,Female,Yes,41,Yes,Homemaker,,Average,4,Cat_2
,Female,No,38,No,Artist,4,Low,2,Cat_6
,Male,No,32,No,Doctor,2,Low,2,Cat_6
,Male,No,31,No,Healthcare,0,Low,6,Cat_6
,Male,Yes,36,No,Executive,1,High,3,Cat_6
,Male,Yes,67,Yes,Artist,0,Low,1,Cat_6
,Male,No,41,Yes,Entertainment,,Low,1,Cat_6
,Male,Yes,53,Yes,Entertainment,8,Average,4,Cat_6
,Male,Yes,51,Yes,Artist,0,Low,1,Cat_3
,Male,Yes,56,No,Executive,0,Low,2,Cat_4
,Female,Yes,45,Yes,Artist,,High,,Cat_6
,Male,Yes,72,Yes,Executive,1,High,4,Cat_6
,Female,Yes,42,Yes,Artist,2,Average,2,Cat_6
,Female,Yes,26,No,Homemaker,9,Average,2,Cat_3
,Female,No,29,No,Entertainment,9,Low,,Cat_2
,Male,No,37,Yes,Entertainment,1,Low,2,Cat_3
,Male,No,18,No,Healthcare,1,Low,4,Cat_3
,Female,,31,Yes,Doctor,1,Low,3,Cat_6
,Male,No,29,No,Marketing,1,Low,7,Cat_6
,Female,No,70,Yes,Lawyer,0,Low,1,Cat_6
,Female,No,19,No,Healthcare,1,Low,5,Cat_3
,Male,Yes,46,Yes,Artist,5,Average,2,Cat_3
,Male,Yes,53,No,Executive,1,High,4,Cat_6
,Female,Yes,50,Yes,Artist,0,Low,1,Cat_6
,Female,Yes,43,Yes,Artist,1,Average,3,Cat_4
,Female,No,23,No,Healthcare,0,Low,4,Cat_7
,Female,Yes,61,Yes,Artist,0,Average,2,Cat_4
,Male,Yes,27,Yes,Doctor,9,Average,2,Cat_6
,Female,Yes,63,Yes,,4,Average,3,Cat_6
,Female,Yes,83,Yes,Lawyer,1,Low,1,Cat_6
,Male,Yes,32,Yes,Healthcare,5,Low,2,Cat_6
,Male,Yes,58,Yes,Artist,1,Average,5,Cat_6
,Male,Yes,67,Yes,Doctor,1,Average,3,Cat_6
,Female,No,19,No,Healthcare,8,Low,5,Cat_3
,Male,Yes,88,Yes,Lawyer,0,High,2,Cat_6
,Male,Yes,35,Yes,Artist,7,Low,2,Cat_6
,Male,Yes,45,Yes,Artist,0,Average,4,Cat_6
,Female,Yes,35,Yes,Artist,9,Average,4,Cat_6
,Female,Yes,27,No,Healthcare,0,Low,2,Cat_6
,Male,Yes,35,Yes,Executive,4,High,3,Cat_6
,Female,No,20,No,Healthcare,2,Low,3,Cat_4
,Male,Yes,41,No,Entertainment,12,Average,3,Cat_4
,Female,No,33,No,Healthcare,1,Low,6,Cat_3
,Male,Yes,58,Yes,Artist,0,Low,1,Cat_6
,Male,Yes,86,No,Executive,0,High,2,Cat_6
,Male,Yes,61,No,Engineer,7,Average,5,Cat_4
,Male,No,32,Yes,Artist,0,Low,3,Cat_3
,Male,No,20,No,Healthcare,0,Low,3,Cat_3
,Male,No,32,No,Artist,0,Low,4,Cat_6
,Female,Yes,69,No,Artist,0,High,2,Cat_6
,Female,No,35,Yes,Entertainment,9,Low,4,Cat_6
,Female,No,72,Yes,Lawyer,1,Low,2,Cat_6
,Female,Yes,37,Yes,Artist,0,Low,1,Cat_6
,Male,No,22,No,Healthcare,0,Low,,Cat_4
,Female,No,25,No,Healthcare,0,Low,,Cat_6
,Male,No,33,Yes,Healthcare,4,Low,1,Cat_6
,Male,Yes,40,No,Executive,0,Average,4,Cat_4
,Female,Yes,55,Yes,Artist,1,Low,2,Cat_6
,Male,Yes,23,No,Executive,1,High,9,Cat_6
,Female,Yes,51,No,Doctor,1,High,1,Cat_4
,Male,Yes,69,No,Doctor,0,Average,3,Cat_6
,Female,Yes,73,No,Lawyer,0,High,2,Cat_6
,Female,,72,Yes,Lawyer,4,High,,Cat_6
,Female,No,20,No,Marketing,1,Low,3,Cat_3
,Female,No,53,Yes,Artist,1,Low,1,Cat_6
,Female,Yes,46,Yes,Artist,0,Average,4,Cat_1
,Female,Yes,53,Yes,Engineer,0,Low,4,Cat_1
,Male,Yes,53,No,Executive,0,Average,5,Cat_4
,Male,Yes,50,No,Executive,0,High,4,Cat_6
,Female,Yes,66,Yes,Artist,1,Average,3,Cat_6
,Female,Yes,86,Yes,Lawyer,1,Low,2,Cat_6
,Female,No,27,Yes,Doctor,8,Low,1,Cat_6
,Female,No,42,Yes,Artist,8,Low,1,Cat_6
,Male,No,33,No,Marketing,11,Low,9,Cat_6
,Male,Yes,82,No,Executive,1,High,2,Cat_6
,Male,Yes,26,No,Entertainment,8,Low,2,Cat_4
,Male,Yes,38,Yes,Engineer,0,Average,4,Cat_4
,Female,No,32,Yes,Artist,6,Low,7,Cat_4
,Male,No,20,No,Healthcare,1,Low,5,Cat_3
,Male,No,27,No,Entertainment,0,Low,3,Cat_2
,Male,No,22,No,Healthcare,0,Low,4,Cat_6
,Male,Yes,80,Yes,Lawyer,0,High,3,Cat_6
,Female,Yes,32,Yes,Artist,,High,3,Cat_3
,Male,Yes,77,Yes,Lawyer,0,Low,1,Cat_6
,Male,No,22,No,Healthcare,1,Low,2,Cat_4
,Female,Yes,32,Yes,Healthcare,0,Low,2,Cat_6
,Male,Yes,47,Yes,Executive,9,Low,,Cat_6
,Male,Yes,49,Yes,Entertainment,1,Average,2,Cat_6
,Male,Yes,55,Yes,Executive,0,High,9,Cat_6
,Male,No,28,Yes,Entertainment,1,Low,2,Cat_3
,Male,Yes,59,Yes,Artist,,Low,,Cat_6
,Female,Yes,42,No,Doctor,1,Low,1,Cat_6
,Female,No,37,Yes,Artist,8,Low,,Cat_6
,Female,No,20,No,Healthcare,1,Low,3,Cat_7
,Male,Yes,43,Yes,Marketing,0,High,6,Cat_4
,Female,Yes,73,Yes,Doctor,0,Low,1,Cat_4
,Female,No,46,No,Engineer,1,Low,3,Cat_3
,Male,Yes,28,No,Doctor,0,Average,2,Cat_6
,Female,Yes,35,Yes,Entertainment,9,Average,2,Cat_2
,Female,Yes,48,Yes,Artist,3,High,3,Cat_4
,Female,No,32,Yes,Artist,0,Low,3,Cat_4
,Male,Yes,66,Yes,Executive,0,Average,2,Cat_6
,Female,Yes,47,Yes,Artist,8,High,2,Cat_6
,Male,Yes,28,Yes,Healthcare,1,Low,2,Cat_6
,Female,Yes,35,Yes,Artist,3,Average,2,Cat_6
,Female,Yes,75,Yes,Lawyer,1,High,2,Cat_6
,Male,Yes,48,Yes,Executive,1,High,3,Cat_6
,Male,No,41,Yes,Entertainment,1,Low,4,Cat_6
,Female,No,25,No,Doctor,1,Low,3,Cat_6
,Female,Yes,52,No,Doctor,0,Average,3,Cat_4
,Male,Yes,58,Yes,Doctor,0,Average,2,Cat_6
,Female,No,26,No,Healthcare,,Low,1,Cat_6
,Female,No,49,Yes,Artist,0,Low,3,Cat_2
,Male,No,28,Yes,Marketing,9,Low,5,Cat_7
,Male,No,53,Yes,Artist,0,Low,1,Cat_6
,Female,No,27,Yes,Doctor,0,Low,4,Cat_6
,Female,No,33,Yes,Entertainment,0,Low,4,Cat_4
,Female,Yes,89,Yes,Lawyer,0,High,2,Cat_6
,Female,No,40,Yes,Artist,1,Low,1,Cat_5
,Male,Yes,47,No,Executive,,High,4,Cat_4
,Male,No,27,No,Healthcare,10,Low,5,Cat_6
,Male,Yes,37,Yes,Executive,1,Low,6,Cat_6
,Male,Yes,56,No,Lawyer,0,High,3,Cat_3
,Male,Yes,48,Yes,Executive,2,High,5,Cat_6
,Female,No,32,Yes,Engineer,0,Low,1,Cat_6
,Male,Yes,39,Yes,Doctor,1,Average,3,Cat_6
,Male,Yes,39,Yes,Artist,,Average,4,Cat_3
,Female,No,39,Yes,Artist,9,Low,1,Cat_6
,Male,Yes,60,No,Artist,1,High,4,Cat_3
,Female,No,33,Yes,Engineer,9,Low,2,Cat_6
,Female,Yes,50,No,Artist,0,Average,4,Cat_4
,Male,Yes,58,Yes,Entertainment,,Low,2,Cat_6
,Female,No,20,No,Entertainment,1,Low,4,Cat_6
,Male,No,29,Yes,Healthcare,,Low,4,Cat_6
,Female,No,37,No,Engineer,0,Low,1,Cat_6
,Male,Yes,25,Yes,Doctor,1,Low,2,Cat_6
,Male,Yes,37,Yes,Entertainment,11,Low,6,Cat_6
,Male,Yes,68,Yes,Engineer,0,Low,1,Cat_6
,Male,No,20,No,Healthcare,2,Low,3,Cat_6
,Male,,22,No,Healthcare,9,Low,3,Cat_4
,Female,Yes,30,No,Doctor,1,Average,6,Cat_6
,Female,Yes,83,Yes,Artist,0,High,2,Cat_6
,Female,No,52,Yes,Artist,0,Low,1,Cat_6
,Female,No,19,No,Healthcare,7,Low,1,Cat_4
,Female,Yes,36,Yes,Engineer,11,Low,2,Cat_4
,Male,No,31,No,Healthcare,1,Low,4,Cat_4
,Male,Yes,51,Yes,Artist,0,Average,2,Cat_2
,Female,Yes,53,Yes,Artist,8,Average,2,Cat_6
,Female,No,31,Yes,Healthcare,1,Low,1,Cat_6
,Male,Yes,57,No,Entertainment,0,Low,4,Cat_3
,Male,Yes,36,Yes,Artist,0,Average,5,Cat_6
,Male,No,35,No,Doctor,,Low,3,Cat_4
,Female,No,41,Yes,Marketing,1,Low,2,Cat_6
,Male,Yes,69,Yes,Artist,0,Low,1,Cat_3
,Male,Yes,37,No,Entertainment,11,Average,2,Cat_6
,Female,,41,Yes,Healthcare,0,Low,1,Cat_4
,Female,No,49,Yes,Doctor,0,Low,1,Cat_6
,Male,Yes,59,Yes,Marketing,0,Average,3,Cat_6
,Female,Yes,37,Yes,Doctor,2,High,2,Cat_4
,Female,Yes,68,Yes,Lawyer,3,High,4,Cat_6
,Male,No,29,No,Entertainment,,Low,3,Cat_6
,Female,No,42,Yes,Artist,1,Low,2,Cat_6
,Male,,52,No,Doctor,0,High,3,Cat_6
,Female,Yes,46,Yes,Artist,1,Average,4,Cat_6
,Male,No,49,No,Entertainment,1,Low,3,Cat_3
,Female,No,33,Yes,Engineer,1,Low,5,Cat_6
,Male,Yes,33,No,Artist,1,Low,3,Cat_4
,Female,No,25,No,Engineer,,Low,3,Cat_6
,Male,No,32,No,Marketing,0,Low,3,Cat_4
,Female,Yes,87,Yes,Lawyer,0,High,2,Cat_6
,Male,Yes,52,Yes,Entertainment,0,Average,4,Cat_6
,Female,No,27,No,Engineer,14,Low,8,Cat_4
,Male,Yes,63,Yes,Entertainment,6,Low,2,Cat_6
,Female,Yes,89,Yes,Lawyer,1,High,2,Cat_2
,Female,Yes,86,Yes,Artist,,Low,4,
,Male,Yes,31,No,Executive,1,Average,2,Cat_4
,Female,No,41,Yes,Artist,0,Low,1,Cat_6
,Female,Yes,35,No,Artist,,Average,2,Cat_6
,Female,Yes,50,Yes,Artist,1,High,7,Cat_2
,Female,Yes,70,No,Engineer,0,Average,2,Cat_4
,Female,Yes,55,Yes,Engineer,1,Average,3,Cat_3
,Female,Yes,36,Yes,Homemaker,8,Average,5,Cat_6
,Female,Yes,66,Yes,Lawyer,4,Low,1,Cat_6
,Male,,47,Yes,Marketing,,High,2,Cat_3
,Female,Yes,49,No,Engineer,5,Average,5,Cat_4
,Male,Yes,65,Yes,Artist,1,Average,4,Cat_6
,Female,No,23,No,Healthcare,1,Low,4,Cat_3
,Male,Yes,45,No,Artist,3,High,4,Cat_6
,Male,No,33,No,Entertainment,1,Low,5,Cat_3
,Male,Yes,48,Yes,Executive,1,High,3,Cat_6
,Male,No,28,Yes,Healthcare,5,Low,4,Cat_6
,Female,No,27,Yes,Artist,0,Low,8,Cat_4
,Female,Yes,45,Yes,Engineer,1,Low,3,Cat_3
,Female,Yes,49,Yes,Entertainment,2,Average,3,Cat_6
,Female,Yes,46,,Marketing,,Low,1,Cat_4
,Female,Yes,56,Yes,Artist,1,Average,2,Cat_6
,Male,No,21,No,Healthcare,,Low,1,Cat_2
,Female,Yes,29,No,Artist,0,Average,2,Cat_3
,Male,No,33,No,Entertainment,,Low,3,Cat_6
,Female,Yes,57,Yes,Artist,0,Average,4,Cat_6
,Male,Yes,65,No,Entertainment,1,Low,1,Cat_6
,Female,Yes,61,Yes,Engineer,1,Average,5,Cat_6
,Female,No,32,No,Healthcare,0,Low,4,Cat_3
,Male,Yes,35,Yes,Artist,1,Low,1,Cat_3
,Female,Yes,82,Yes,Lawyer,1,High,2,Cat_6
,Female,Yes,37,No,Engineer,1,Low,4,Cat_4
,Female,No,26,No,Engineer,0,Low,5,
,Male,No,32,Yes,Healthcare,2,Low,3,Cat_6
,Female,Yes,81,Yes,Lawyer,1,High,2,Cat_6
,Male,No,49,Yes,Artist,0,Low,1,Cat_6
,Male,Yes,46,Yes,Marketing,1,Low,3,Cat_6
,Female,No,20,No,Doctor,,Low,4,Cat_6
,Male,,66,Yes,Artist,0,Low,,Cat_3
,Male,No,27,Yes,Entertainment,9,Low,3,Cat_6
,Female,Yes,66,Yes,Lawyer,6,Average,4,Cat_5
,Male,Yes,31,Yes,Artist,0,Average,3,Cat_1
,Male,Yes,53,Yes,Doctor,4,Average,2,Cat_6
,Female,No,29,Yes,Doctor,0,Low,5,Cat_3
,Male,Yes,70,No,Executive,,High,2,Cat_6
,Male,Yes,60,Yes,Entertainment,1,Average,5,Cat_3
,Female,No,43,No,Doctor,4,Low,6,Cat_7
,Male,Yes,73,Yes,Entertainment,5,Low,1,Cat_4
,Female,No,47,No,Engineer,,Low,,Cat_6
,Male,Yes,47,No,Entertainment,0,Average,3,Cat_6
,Male,No,20,No,Healthcare,1,Low,3,Cat_6
,Male,Yes,38,Yes,Artist,0,Low,2,Cat_7
,Female,Yes,56,Yes,Lawyer,5,High,9,Cat_6
,Male,Yes,51,Yes,Artist,0,Average,5,Cat_6
,Male,Yes,27,Yes,Artist,4,Average,2,Cat_6
,Male,No,30,Yes,Artist,2,Low,2,Cat_6
,Male,Yes,49,Yes,Artist,1,Average,4,Cat_2
,Female,No,30,Yes,Healthcare,0,Low,6,Cat_3
,Male,Yes,26,No,Doctor,9,Average,2,Cat_6
,Female,Yes,58,No,Marketing,,Average,6,Cat_4
,Male,Yes,42,Yes,Artist,3,Average,4,Cat_6
,Male,No,23,No,Healthcare,0,Low,,Cat_6
,Male,Yes,49,Yes,Executive,1,High,5,Cat_5
,Male,Yes,59,Yes,Executive,3,High,4,Cat_6
,Male,No,31,Yes,Healthcare,8,Low,,Cat_7
,Female,Yes,49,Yes,Artist,0,Average,5,Cat_2
,Male,No,31,Yes,Engineer,,Low,4,Cat_2
,Male,Yes,32,Yes,Artist,9,Average,2,Cat_6
,Male,Yes,41,Yes,Entertainment,5,Low,1,Cat_6
,Male,Yes,71,Yes,Executive,1,High,4,Cat_6
,Male,Yes,62,Yes,Entertainment,0,Average,3,Cat_6
,Male,No,26,Yes,Artist,,Low,4,Cat_4
,Female,No,41,No,Doctor,0,Low,1,Cat_6
,Male,No,41,Yes,Doctor,2,Low,2,Cat_6
,Male,No,38,Yes,Artist,,Low,1,Cat_6
,Male,Yes,53,Yes,Artist,3,Average,3,Cat_6
,Male,Yes,46,Yes,Doctor,2,Low,4,Cat_3
,Male,Yes,50,Yes,Executive,1,High,3,Cat_6
,Female,Yes,40,No,Artist,1,Low,1,Cat_6
,Female,No,49,No,Artist,9,Low,1,Cat_1
,Female,No,30,Yes,Healthcare,9,Low,3,Cat_6
,Male,Yes,36,Yes,Artist,0,Average,4,Cat_6
,Female,Yes,66,Yes,Lawyer,0,High,3,Cat_6
,Male,Yes,31,No,Marketing,,Low,4,Cat_3
,Female,Yes,37,Yes,,0,Low,,Cat_6
,Female,No,26,No,Healthcare,1,Low,,Cat_5
,Female,No,27,No,Healthcare,0,Low,4,Cat_4
,Male,Yes,70,No,Lawyer,,Low,1,Cat_6
,Male,Yes,43,No,Entertainment,,Average,3,Cat_4
,Male,No,42,No,Entertainment,1,Low,3,Cat_6
,Male,No,28,No,Doctor,1,Low,1,Cat_4
,Male,No,38,Yes,Artist,,Low,1,Cat_6
,Male,Yes,48,Yes,Entertainment,6,Low,2,Cat_7
,Male,Yes,36,No,Entertainment,9,Average,2,Cat_6
,Male,Yes,41,Yes,,0,Low,2,Cat_7
,Male,Yes,40,Yes,Artist,1,Low,2,Cat_6
,Female,Yes,57,Yes,Artist,0,High,2,Cat_6
,Female,Yes,50,Yes,Artist,,High,4,Cat_6
,Female,No,42,Yes,Entertainment,5,Low,7,Cat_6
,Male,No,20,No,Marketing,,Low,5,Cat_6
,Female,No,21,No,Healthcare,1,Low,7,Cat_2
,Male,Yes,38,No,Artist,,Average,2,Cat_6
,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6
,Female,No,26,Yes,Marketing,9,Low,,Cat_3
,Female,Yes,46,Yes,Artist,4,High,5,Cat_6
,Female,No,27,No,Engineer,0,Low,6,Cat_6
,Female,No,25,No,Marketing,8,Low,5,Cat_6
,Male,Yes,87,Yes,Lawyer,0,High,2,Cat_6
,Male,No,27,Yes,Healthcare,1,Low,3,Cat_6
,Female,Yes,48,Yes,Marketing,6,Low,1,Cat_6
,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6
,Male,Yes,81,Yes,Lawyer,,High,2,Cat_6
,Male,Yes,48,Yes,Artist,7,Average,2,Cat_6
,Male,Yes,52,No,Artist,0,High,2,Cat_6
,Female,Yes,68,Yes,Lawyer,0,High,2,Cat_6
,Male,Yes,35,Yes,Artist,3,Average,3,Cat_6
,Female,Yes,39,Yes,Homemaker,9,Low,1,Cat_6
,Female,Yes,53,Yes,Artist,2,High,2,Cat_2
,Male,Yes,41,Yes,Artist,1,Average,2,Cat_6
,Male,Yes,41,Yes,Artist,11,High,2,Cat_6
,Female,No,25,No,Engineer,1,Low,1,Cat_6
,Female,Yes,23,No,Healthcare,7,High,2,Cat_6
,Female,Yes,47,Yes,Artist,1,High,5,
,Female,Yes,35,Yes,Artist,0,High,2,Cat_7
,Male,Yes,51,Yes,Executive,1,Low,3,Cat_6
,Female,No,38,Yes,Engineer,1,Low,1,Cat_6
,Male,Yes,62,Yes,Artist,10,Low,1,Cat_6
,Female,No,43,Yes,Entertainment,8,Low,,Cat_3
,Male,Yes,60,Yes,Executive,1,High,6,Cat_2
,Male,Yes,47,Yes,Executive,1,High,4,Cat_6
,Male,No,22,No,Marketing,0,Low,4,Cat_6
,Female,No,31,No,Marketing,0,Low,3,Cat_6
,Female,Yes,38,Yes,Engineer,3,Low,2,Cat_6
,Female,Yes,42,No,Entertainment,6,Average,5,Cat_6
,Female,Yes,50,Yes,Artist,1,Average,3,Cat_6
,Male,Yes,38,No,Artist,5,Average,3,Cat_3
,Female,Yes,55,Yes,Doctor,0,Average,3,Cat_6
,Female,Yes,71,Yes,Artist,1,Average,2,Cat_6
,Male,Yes,38,No,Artist,10,Average,4,Cat_7
,Male,Yes,77,Yes,Artist,1,Low,1,Cat_6
,Male,No,33,No,Engineer,1,Low,3,Cat_4
,Male,Yes,72,No,Executive,0,High,2,Cat_6
,Female,Yes,43,No,Engineer,9,Average,4,Cat_4
,Female,No,35,Yes,Artist,0,Low,3,Cat_6
,Female,No,33,Yes,Doctor,1,Low,3,Cat_6
,Male,Yes,27,Yes,Entertainment,0,Average,2,Cat_6
,Male,No,21,No,Healthcare,0,Low,6,Cat_3
,Female,Yes,41,Yes,Artist,0,Average,2,Cat_6
,Female,No,19,No,Healthcare,,Low,6,Cat_3
,Female,,50,No,Artist,1,High,4,Cat_6
,Male,No,29,Yes,Artist,9,Low,3,Cat_6
,Female,Yes,46,No,Artist,8,Low,1,Cat_6
,Male,Yes,46,Yes,Artist,1,Low,1,Cat_2
,Female,Yes,53,No,Engineer,3,Low,1,Cat_6
,Male,Yes,36,Yes,Executive,1,High,4,Cat_6
,Female,Yes,36,No,Engineer,0,Average,2,Cat_4
,Male,Yes,56,No,Executive,,High,5,Cat_4
,Male,Yes,25,Yes,Entertainment,1,High,2,Cat_3
,Female,No,32,No,Entertainment,,Low,4,Cat_6
,Male,No,61,Yes,Entertainment,1,Low,3,Cat_2
,Male,Yes,61,No,Entertainment,1,Average,2,Cat_7
,Male,Yes,53,Yes,Artist,0,Average,2,Cat_6
,Male,Yes,69,No,Executive,1,High,4,Cat_6
,Male,No,47,Yes,Entertainment,4,Low,1,Cat_6
,Female,Yes,26,Yes,Entertainment,5,Low,7,Cat_6
,Female,No,39,Yes,Artist,9,Low,1,Cat_6
,Male,Yes,47,No,Artist,0,Low,4,Cat_1
,Female,Yes,69,Yes,Artist,7,Low,1,Cat_6
,Male,Yes,46,Yes,Artist,8,Average,2,Cat_1
,Male,Yes,50,Yes,Engineer,,Low,1,Cat_3
,Female,No,37,Yes,Doctor,1,Low,3,Cat_6
,Female,No,50,Yes,Artist,6,Low,1,Cat_6
,Female,Yes,52,Yes,Doctor,0,Average,4,Cat_6
,Male,No,28,Yes,Healthcare,5,Low,4,Cat_6
,Male,No,42,Yes,Entertainment,3,Low,2,Cat_2
,Female,No,43,Yes,Engineer,,Low,1,Cat_6
,Female,No,42,Yes,Artist,,Low,2,Cat_6
,Male,Yes,45,Yes,Executive,1,High,5,Cat_4
,Male,Yes,57,Yes,Lawyer,1,High,2,Cat_6
,Male,No,48,Yes,Entertainment,0,Low,3,Cat_2
,Male,No,18,No,Healthcare,1,Low,3,Cat_6
,Male,Yes,88,Yes,Lawyer,,Low,1,Cat_6
,Male,Yes,51,No,Artist,3,Average,2,Cat_6
,Female,No,29,Yes,Engineer,1,Low,5,Cat_1
,Female,Yes,28,No,Artist,,Low,3,Cat_3
,Female,Yes,47,Yes,Artist,0,Average,4,Cat_4
,Female,No,25,Yes,Marketing,8,Low,,Cat_1
,Female,Yes,38,No,Artist,4,Average,4,Cat_1
,Male,Yes,37,Yes,Artist,1,Low,1,Cat_3
,Male,No,22,No,Healthcare,9,Low,4,Cat_6
,Female,Yes,61,Yes,Engineer,0,Average,2,Cat_6
,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6
,Male,Yes,60,Yes,Artist,1,Average,2,Cat_3
,Male,Yes,73,Yes,Entertainment,1,High,4,Cat_6
,Male,,60,No,Executive,6,Average,2,Cat_4
,Female,No,27,,Marketing,8,Low,4,Cat_4
,Female,Yes,49,Yes,Artist,1,Low,1,Cat_6
,Male,Yes,72,Yes,Lawyer,3,High,2,Cat_6
,Female,Yes,43,Yes,Artist,1,Average,2,Cat_6
,Female,Yes,50,Yes,,1,Low,2,Cat_3
,Female,No,49,Yes,,0,Low,2,Cat_6
,Male,Yes,38,Yes,Doctor,5,Low,2,Cat_1
,Female,Yes,35,Yes,Artist,0,Average,3,Cat_6
,Female,Yes,82,No,Lawyer,1,High,2,Cat_6
,Male,Yes,63,Yes,Artist,9,Low,1,Cat_6
,Male,Yes,73,Yes,Executive,11,High,2,Cat_6
,Female,Yes,38,Yes,Artist,4,Low,1,Cat_3
,Male,Yes,61,Yes,Lawyer,,High,2,Cat_6
,Female,No,42,Yes,Homemaker,10,Low,1,Cat_6
,Female,Yes,43,Yes,Engineer,0,Average,2,Cat_6
,Male,No,31,No,Homemaker,14,Low,1,Cat_6
,Male,Yes,69,No,Doctor,,Low,1,Cat_6
,Female,No,42,Yes,Entertainment,1,Low,3,Cat_6
,Male,Yes,32,Yes,Artist,9,Average,2,Cat_6
,Male,Yes,39,Yes,Artist,3,Average,4,Cat_4
,Female,Yes,48,Yes,Artist,0,Average,4,Cat_6
,Male,Yes,39,Yes,Artist,6,Average,2,Cat_6
,Male,Yes,55,Yes,Artist,9,Average,2,Cat_1
,Male,Yes,60,Yes,Doctor,1,High,2,Cat_3
,Female,No,51,Yes,Entertainment,1,Low,1,Cat_6
